Tweet Datetime,text,location
2021-10-11 10:47:16,lo tadi ptm?,
2021-10-11 10:46:54,ptm satu semester klo tak bertemu mbak Crush terasa lebih gampang move on nya,he/him 03L ENTJ-T
2021-10-11 10:46:35,RT @kimjishieet: @bertanyarl Aku kan lagi PPL di SMA ku dulu. PTM hari senin tuh biasanya siswanya udah beda dari yg minggu lalu. Pas aku m…,Bikini Bottom
2021-10-11 10:46:33,gue padahal baru mau seneng seneng ada itto trus dapat kabar ptm temen sirkelku sekelas semua lalu aku sendirian...,MenDoan's
2021-10-11 10:46:22,"RT @QaillaAsyiqah: JPU yg ajukan Kasasi dlm Kasus PTM, sedang IB-HRS tdk ajukan Kasasi | Berita (detik) diplintir seolah IB-HRS yg ajukan K…",
2021-10-11 10:46:19,"@dhuwix Bagi anak yg akan melakukan PTM (Pembelajaran Tatap Muka) juga dipersilhkan menunjukkan surat keterangan dari sekolah. Informasi lengkap jadwal KRL terbaru silakan dapat dilihat melalui link : https://t.co/XnHO3ziZLn atau unduh aplikasi KRL Access di Play Store/App Store, tks. |2",Jakarta Pusat
2021-10-11 10:45:46,Ya Allah...ada kabar dari kelas sebelah kalo besok ptm tapi seperti biasa wali kelas blm ngasih info...,
2021-10-11 10:45:35,omg bsk bagian gue ptm,she / her 
2021-10-11 10:45:33,"RT @QaillaAsyiqah: JPU yg ajukan Kasasi dlm Kasus PTM, sedang IB-HRS tdk ajukan Kasasi | Berita (detik) diplintir seolah IB-HRS yg ajukan K…",Asgart
2021-10-11 10:45:28,"@cacakimuwuuu happy soalnya ptm, semoga besok harinya lebih baik yaaa semangat 💘💘💘","ㅤ
%  𝘾 𖦹﹏☆ . . . ♩ ♪ ♫
𓈀 ֽ ꗃ 𝟿𝟷 ✸  ꯬ 𝗦𝗢𝗨𝗟𝗠𝗔𝗧𝗘𝗦  𓄼 𖥻
🧷 . . おかしい 🗑️⚙️

ᡕᠵ᠊ᡃ່࡚ࠢ⸝່ࠡࠣ᠊߯᠆ࠣ࠘ᡁࠣ࠘᠊᠊ࠢ࠘𐡏 ⋆ ࣪. ꗃ ⸼  𓂃 𝗴𝗴𝘂𝗸 🖇️
ㅤ"
2021-10-11 10:45:23,@neptnun gak seru ya kalo kantin tutup. berapa jam ptm nya?,he/him—non anitwt dnf
2021-10-11 10:45:21,@beomtzu fina udh ptm blm,"or nano, she/her"
2021-10-11 10:45:19,"RT @Z4_98: KASASI JAKSA DITOLAK MA !!

https://t.co/Ns4dQHEVPE

JPU yg ajukan Kasasi dlm Kasus PTM, sdg IB-HRS tdk ajukan Kasasi.

MA menol…",
2021-10-11 10:45:15,"@acalalawle TADII ITU GURUNYA CUMAA NGEJELASIN DOANGG, TAPII PTM SERUU, JADI BANYAK TEMENNYA 😁👍🏻 TPPP PJJ JUGAA SERU SIEEHH",alam semesta
2021-10-11 10:45:12,"RT @QaillaAsyiqah: JPU yg ajukan Kasasi dlm Kasus PTM, sedang IB-HRS tdk ajukan Kasasi | Berita (detik) diplintir seolah IB-HRS yg ajukan K…",
2021-10-11 10:45:00,mw ptm kok w mls si,ksbfg
2021-10-11 10:44:46,"RT @QaillaAsyiqah: JPU yg ajukan Kasasi dlm Kasus PTM, sedang IB-HRS tdk ajukan Kasasi | Berita (detik) diplintir seolah IB-HRS yg ajukan K…",
2021-10-11 10:44:29,Udah deh nanggung bgt Ptm nya taran aja pas semester depan😌,Jakarta Barat
2021-10-11 10:44:12,"@jasukenwtn Ngga, aku yg aneh soalnya yg gamau offline alasannya bagus bagus. Aku mau ptm soalnya bosen di rumah",she/her 
2021-10-11 10:43:57,"RT @Z4_98: KASASI JAKSA DITOLAK MA !!

https://t.co/Ns4dQHEVPE

JPU yg ajukan Kasasi dlm Kasus PTM, sdg IB-HRS tdk ajukan Kasasi.

MA menol…",
2021-10-11 10:43:56,INI KALO GUE BESOK PTM MASIH SENYUM SENYUM SENDIRI KAYA ORG MABOK SALAHIN OCEL SAMA SHAKA YA 😭😭😭😭😭😭😭😭😭 https://t.co/P8IhAPGcCN,she/her
2021-10-11 10:43:56,"RT @Mada_al_Hasan: *KASASI JAKSA DITOLAK MA ‼️*

https://t.co/x1mpMfu5ve

👆 *Berita dipelintir MEDIA seolah IB-HRS yg ajukan Kasasi, padaha…",
2021-10-11 10:43:49,"RT @Z4_98: KASASI JAKSA DITOLAK MA !!

https://t.co/Ns4dQHEVPE

JPU yg ajukan Kasasi dlm Kasus PTM, sdg IB-HRS tdk ajukan Kasasi.

MA menol…",Bandung
2021-10-11 10:43:47,kinda ia dlu soalnya mulai PTM n then ada buanyaaaaak tugas 😇,she/her '07
2021-10-11 10:43:36,"ikut ptm cmn kek gitu gitu aja 😩 ngerjain tugas nya tetep di rumah, trus pas nyampe rumah jadi capek banget :( jadi males ngerjain tugas. udah gitu banyak banget ada 8 pelajaran:((",aq cntik
2021-10-11 10:43:35,RT @aniskecejiakhh: Jam istirahat ptm mending cari mutual aj gsie😌ayoks nctzen wayzenni yg demen jbjb sini mutualan sm Anis soptie😋😏kalo le…,04l
2021-10-11 10:43:33,"RT @Z4_98: KASASI JAKSA DITOLAK MA !!

https://t.co/Ns4dQHEVPE

JPU yg ajukan Kasasi dlm Kasus PTM, sdg IB-HRS tdk ajukan Kasasi.

MA menol…",indonesia
2021-10-11 10:43:28,RT @aniskecejiakhh: Jam istirahat ptm mending cari mutual aj gsie😌ayoks nctzen wayzenni yg demen jbjb sini mutualan sm Anis soptie😋😏kalo le…,she/her 05l
2021-10-11 10:43:24,astg saya belum siap ptm,ɴsғᴡ ʀᴘs ʙxʙ⁰¹⁰⁴
2021-10-11 10:43:20,"RT @QaillaAsyiqah: JPU yg ajukan Kasasi dlm Kasus PTM, sedang IB-HRS tdk ajukan Kasasi | Berita (detik) diplintir seolah IB-HRS yg ajukan K…",
2021-10-11 10:43:00,"@hyunje139 dadakan, pas masuk ptm. sedangkan aku nyatetnya seminggu sebelum ptm :(",
2021-10-11 10:42:50,AAAAA BESOK PTM😥😥😥😥😥,S H E / H E R | 7 T E E N 
2021-10-11 10:42:42,"RT @QaillaAsyiqah: JPU yg ajukan Kasasi dlm Kasus PTM, sedang IB-HRS tdk ajukan Kasasi | Berita (detik) diplintir seolah IB-HRS yg ajukan K…",Bandung
2021-10-11 10:42:42,"RT @HAIKYUUFESS: *hqart by sender yg mati2N mencoba ga tidur waktu ptm dan akhirnya gambar mereka bedua
 https://t.co/X5t4qXS4k5",
2021-10-11 10:41:56,PTM Terbatas Bisa Gunakan Pembelajaran Kombinasi https://t.co/lLOykUCeHX,"Central Borneo, Indonesia"
2021-10-11 10:41:34,"11/10/2021 ♪ (08:00 AM - 16:00 PM)

hari ini udah boleh PTM pake seragam lagi setelah sekian abad pusing milih baju bebas buat dipake kesekolah TvT tadi tidur juga dari dzuhur sampai set1 gara” kemarin begadang, bangun” ada susu cashew dimeja dari my BIG BRO!! @NotHaveAkhlak69🥰 https://t.co/lhDMKCyOg2",stress corner
2021-10-11 10:41:31,"sumpah ya allah ptm kenapa istirahatnya bentar bgt ya...
kan aing laper, baru turun kebawah ke kantin alias lantai satu aja udah bel ya anjir, sa gx sih ku dilantai 1 aja kelasnya....",lagi pusing 
2021-10-11 10:41:17,"RT @Z4_98: KASASI JAKSA DITOLAK MA !!

https://t.co/Ns4dQHEVPE

JPU yg ajukan Kasasi dlm Kasus PTM, sdg IB-HRS tdk ajukan Kasasi.

MA menol…","ÜT: 7.134283,100.5524407"
2021-10-11 10:40:55,"sch! guru favoritku mau pindah ke sekolah lain yang udah ptm T__T
btw tolong kasi tau ak kalimat buat ngucapin terima kasih ke beliau dong gess, thankyouu^^",RULES & Links 👉
2021-10-11 10:40:52,besok w ptm anjayy,(SHE/THEY' 4TEEN) +62
2021-10-11 10:40:47,"RT @QaillaAsyiqah: JPU yg ajukan Kasasi dlm Kasus PTM, sedang IB-HRS tdk ajukan Kasasi | Berita (detik) diplintir seolah IB-HRS yg ajukan K…",Indonesia
2021-10-11 10:40:46,Astagfirullah knp ptm si besok😔,02.04.20
2021-10-11 10:40:41,hari rabu w ptm dan w harus berangkat jalan tuk menghemat ongkos dan kurus!!! S E M A N G A T  K U R U S,rant
2021-10-11 10:40:16,Hari pertama anak lanang PTM SMA... https://t.co/mlOtM7SBhv,
2021-10-11 10:40:08,"Shit, besok PTM😤","Los Angeles, CA"
2021-10-11 10:40:06,besok rabu aku ptm😔,
2021-10-11 10:39:45,"@aleoxay mayan, ptm ternyata seru juga wkwkwk",she/her
2021-10-11 10:39:40,@syeraAZaki Chayok syera ! G ptm dulu tinggal dulu payment hehe,
2021-10-11 10:39:33,@schfess 4 minggu ini ptm full satu kelas tp cuman kelas 11 doang,she/her 
2021-10-11 10:39:06,401 Sekolah di Bawah Pemprov Kalteng Mulai PTM Terbatas https://t.co/aSHnN5I9AK,"Central Borneo, Indonesia"
2021-10-11 10:38:58,"bentar jiwa gw masih bersatu sama kasur, mana nanti udh ptm semoga bisa bangun pagi🙏🏻🙏🏻 https://t.co/oal4cpOLDC",she/her
2021-10-11 10:38:18,"RT @Z4_98: KASASI JAKSA DITOLAK MA !!

https://t.co/Ns4dQHEVPE

JPU yg ajukan Kasasi dlm Kasus PTM, sdg IB-HRS tdk ajukan Kasasi.

MA menol…",
2021-10-11 10:38:05,RT @aniskecejiakhh: Jam istirahat ptm mending cari mutual aj gsie😌ayoks nctzen wayzenni yg demen jbjb sini mutualan sm Anis soptie😋😏kalo le…,SheHer ；仁俊楷灿的女朋友
2021-10-11 10:38:03,Pemprov Kalteng Canangkan PTM Terbatas https://t.co/tCwqLSUH5t,"Central Borneo, Indonesia"
2021-10-11 10:37:55,"@bertanyarl yang prtma mau warnain rambut tp gaboleh mau ptm soalnya, yg kedua pas mau konser txt tmn gua blom mandi pdhl mau beli snack dlu, yang ketiga tmn gua yg bukan fujo mau baca au gua yang bxb, yang terakhir lg gibah https://t.co/560UCvPxko",☆ FA ( 6O% TXT 4O% SAMBAT ) ☆
2021-10-11 10:37:03,"Tinjau PTM Hari Pertama, Wali Kota Bobby Minta Terapkan Prokes Ketat https://t.co/7ycKuUhSiA","Jakarta, Indonesia"
2021-10-11 10:36:37,@neptnun gimana ptm...enak??,he/him—non anitwt dnf
2021-10-11 10:36:35,RT @aniskecejiakhh: Jam istirahat ptm mending cari mutual aj gsie😌ayoks nctzen wayzenni yg demen jbjb sini mutualan sm Anis soptie😋😏kalo le…,she/her (!) read carrd byf
2021-10-11 10:36:27,"RT @QaillaAsyiqah: JPU yg ajukan Kasasi dlm Kasus PTM, sedang IB-HRS tdk ajukan Kasasi | Berita (detik) diplintir seolah IB-HRS yg ajukan K…","Bandung, Jawa Barat"
2021-10-11 10:36:26,"RT @Z4_98: KASASI JAKSA DITOLAK MA !!

https://t.co/Ns4dQHEVPE

JPU yg ajukan Kasasi dlm Kasus PTM, sdg IB-HRS tdk ajukan Kasasi.

MA menol…",🚫PORN🚫LGBTQ🚫
2021-10-11 10:36:00,Ketemu dicky di ptm pertama https://t.co/Ab4w92a5ps,"bali, indonesia"
2021-10-11 10:35:46,@aleoxay sekolah gue udah mulai ptm makanya sibuk 😞,she/her
2021-10-11 10:35:41,"RT @QaillaAsyiqah: JPU yg ajukan Kasasi dlm Kasus PTM, sedang IB-HRS tdk ajukan Kasasi | Berita (detik) diplintir seolah IB-HRS yg ajukan K…",
2021-10-11 10:34:49,"RT @QaillaAsyiqah: JPU yg ajukan Kasasi dlm Kasus PTM, sedang IB-HRS tdk ajukan Kasasi | Berita (detik) diplintir seolah IB-HRS yg ajukan K…",
2021-10-11 10:34:39,"RT @Z4_98: KASASI JAKSA DITOLAK MA !!

https://t.co/Ns4dQHEVPE

JPU yg ajukan Kasasi dlm Kasus PTM, sdg IB-HRS tdk ajukan Kasasi.

MA menol…",
2021-10-11 10:34:35,"Sbux bgtzzz huhu, udh ptm smwww",she/her
2021-10-11 10:34:29,@cizkeikeu ZAV SMGT PTM💗,selective. non sbt dnf;)
2021-10-11 10:34:26,tugas aku suda selesai semuaa! yuk bisa yuk rapihin catetan sebelum ditagih pas pelajaran nya kebagian ptm😭😭 https://t.co/VtQlGjUJWs,she/her • 05l • soshum'24
2021-10-11 10:34:07,bsk ptm DEG DEG AN POLL MANA MAPELNYA 4 LAGI GILA KALI,
2021-10-11 10:34:02,Satgas tersebut diisi oleh murid pada semua SMP yang melaksanakan PTM. https://t.co/7ekN1KP2TO,Jakarta Capital Region
2021-10-11 10:33:37,RT @aniskecejiakhh: Jam istirahat ptm mending cari mutual aj gsie😌ayoks nctzen wayzenni yg demen jbjb sini mutualan sm Anis soptie😋😏kalo le…,hatimu
2021-10-11 10:33:31,"1 + 1 = Belajar optimal! 😊 Ingat ya #SahabatDikbud, bukan pilih salah satu. Kombinasi yang tepat antara PTM Terbatas memberikan waktu yang diperlukan oleh anak murid berinteraksi secara langsung dengan pengajar, sedangkan 
https://t.co/N6GV47glHQ https://t.co/Si5XcqBiGq",Kota Bogor
2021-10-11 10:33:19,@schfess disekolahku satu angkatan cmn absen 1-20. trs hari selanjunya yg absen 21-39. Jadi satu anak cmn dapet ptm sekali dlm 2 minggu,
2021-10-11 10:33:07,Para siswa di Kota Cirebon Jawa Barat akan mendapat penambahan jam belajar Pembelajaran Tatap Muka (PTM). #publisherstory https://t.co/q6VhOEmnbE,
2021-10-11 10:33:00,"RT @QaillaAsyiqah: JPU yg ajukan Kasasi dlm Kasus PTM, sedang IB-HRS tdk ajukan Kasasi | Berita (detik) diplintir seolah IB-HRS yg ajukan K…",indonesia
2021-10-11 10:32:50,@kiehours tadi ptm yaa?,she/her 05l
2021-10-11 10:32:42,"MOOTS SY MW IJIN REST SBNTAR, BARU PTM SEHARI TUGAS UDH SEABREK DITAMBAH INI TWITOTKU EROR P GMN GAMBARNYA GA KELUAR²😩🏃🏻‍♀️🧘",5TEEN 
2021-10-11 10:32:19,kalau denger wamil suka keinget nangis cy pas mau pergi wamil😭 untung belum ptm soalnya bengkak banget mataku,she/they
2021-10-11 10:31:59,"bulan depan udah ptm woyyy 😭 seneng iya, sedih juga iya sksksksk 😭",
2021-10-11 10:31:40,"RT @TrekkingSierra: Berita dipelintir @detikcom seolah IB-HRS yg ajukan Kasasi padahal JPU yg ajukan Kasasi &amp; ditolak MA

JPU yg ajukan Kas…",
2021-10-11 10:31:25,"wah nek wis PTM, gacoan pamularsih penuh cah kesatrian👍",
2021-10-11 10:31:23,@PiDiPam ksn psn ptm gmn syg,15 | (she/they)
2021-10-11 10:31:21,"sch!

Mau nanya, emang wajib ya ikut PTM Terbatas? atau harus ada persetujuan dari ortu gak sih? Thank you!",RULES 👉
2021-10-11 10:31:17,Akhirnya ptm,"Coba cek,Dihati kamu"
2021-10-11 10:31:16,"coba aja masuk kerja kayak ptm anak sekola, seminggu sekali🥲",jkt
2021-10-11 10:30:57,@jcyurisgf U dh ptm blm met,nctzen area~ jametie era
2021-10-11 10:30:20,Bulan besok ptm😭😭😭😭,she/her ••• selective
2021-10-11 10:30:10,sumpah gue abis ptm badan sakit semua anjr,she her
2021-10-11 10:29:16,"RT @Z4_98: KASASI JAKSA DITOLAK MA !!

https://t.co/Ns4dQHEVPE

JPU yg ajukan Kasasi dlm Kasus PTM, sdg IB-HRS tdk ajukan Kasasi.

MA menol…",
2021-10-11 10:28:52,Menteri Pendidikan Kebudayaan Riset dan Teknologi Mendikbud Ristek Nadiem Makarim persilakan sekolah yang berada di daerah PPKM level 1 sampai 3 menggelar pembelajaran tatap muka PTM secara terbatas I,
2021-10-11 10:28:44,"ku kira klo PTM uang jajan ku balik normal, TERNYATA  KLO PJJ UANG JAJAN KU LEBIH LANCAR DARIPADA PTM😔😔",ginjal johnny
2021-10-11 10:28:31,"RT @TrekkingSierra: Berita dipelintir @detikcom seolah IB-HRS yg ajukan Kasasi padahal JPU yg ajukan Kasasi &amp; ditolak MA

JPU yg ajukan Kas…",🚫PORN🚫LGBTQ🚫
2021-10-11 10:28:11,Awalnya ga diiizinin buat ptm sama mama aku tapi akhirnya boleh gara gara kata guru aku kalo ga diizinin ga dapet pelajaran dan aku kasih tau ke mama aku terus dibolehin deh akhirnya,
2021-10-11 10:28:04,Besok ptm lagee😩 mana gurunya ngasi tgs mendadak😭,earth
2021-10-11 10:27:56,"RT @QaillaAsyiqah: JPU yg ajukan Kasasi dlm Kasus PTM, sedang IB-HRS tdk ajukan Kasasi | Berita (detik) diplintir seolah IB-HRS yg ajukan K…",
2021-10-11 10:27:47,@arsyytek HARI APA CHIM PTM NYA???,03l
2021-10-11 10:27:25,"RT @QaillaAsyiqah: JPU yg ajukan Kasasi dlm Kasus PTM, sedang IB-HRS tdk ajukan Kasasi | Berita (detik) diplintir seolah IB-HRS yg ajukan K…",
2021-10-11 10:27:24,udah pada ptm belom?,
2021-10-11 10:27:18,Langkah ini dilakukan mengingat sempat banyak terjadi pelanggaran oleh para siswa saat PTM baru dimulai. https://t.co/7dnFnjd68L,Jakarta
2021-10-11 10:27:06,encok abis ptm,
2021-10-11 10:27:04,Besok besok akuu ptm,
2021-10-11 10:26:24,"RT @TrekkingSierra: Berita dipelintir @detikcom seolah IB-HRS yg ajukan Kasasi padahal JPU yg ajukan Kasasi &amp; ditolak MA

JPU yg ajukan Kas…","Bandung, Jawa Barat"
2021-10-11 10:25:57,LARIII GURU CHIM KIRIM JADWAL PTM,
2021-10-11 10:25:40,"RT @QaillaAsyiqah: JPU yg ajukan Kasasi dlm Kasus PTM, sedang IB-HRS tdk ajukan Kasasi | Berita (detik) diplintir seolah IB-HRS yg ajukan K…",
2021-10-11 10:25:34,4 Barang yang Harus Dibawa Siswa ke Sekolah agar PTM Aman https://t.co/0Tn7E0R1qf https://t.co/EUZeHa7HHQ,"Yogyakarta, Indonesia"
2021-10-11 10:24:05,"RT @QaillaAsyiqah: JPU yg ajukan Kasasi dlm Kasus PTM, sedang IB-HRS tdk ajukan Kasasi | Berita (detik) diplintir seolah IB-HRS yg ajukan K…",
2021-10-11 10:23:56,Fak gw besok ptm... https://t.co/7WISbzrYqr,sihir alias she/her
2021-10-11 10:23:28,RT @subschfess: sch! GES AK HARI PERTAMA PTM UDAH POOP DI SEKOLAH 😭😭😭 https://t.co/jd1Drf6UuM,
2021-10-11 10:23:00,besok ptm gw mau liat bgimana,"Anaheilt, Scotland"
2021-10-11 10:22:54,"@schfess yg mau ptm ya ptm, kalo gamau ya online. kalo ptm dr jam 7-11.30, kelas 10 senin, rabu 11, kamis 12",loct.
2021-10-11 10:22:50,aku hari jumat ptm😁😁,
2021-10-11 10:22:28,"RT @QaillaAsyiqah: JPU yg ajukan Kasasi dlm Kasus PTM, sedang IB-HRS tdk ajukan Kasasi | Berita (detik) diplintir seolah IB-HRS yg ajukan K…",
2021-10-11 10:21:58,sumpah lah blm siap ptm anjir bgtt masa pas mulai uts ah elahh,she/her
2021-10-11 10:21:56,"RT @QaillaAsyiqah: JPU yg ajukan Kasasi dlm Kasus PTM, sedang IB-HRS tdk ajukan Kasasi | Berita (detik) diplintir seolah IB-HRS yg ajukan K…","Kota Medan, Sumatera Utara"
2021-10-11 10:21:47,"@CNNIndonesia ""Benar tadi malam (dini hari) terjadi penggerebekan dari pihak BNN,""

Kampus belum lakuin PTM... bgitu aja bisa diterobos segerombolan oknum utk lakuin kegiatan kriminal. Petugas dan penanggung jawab keamanan kampus harus dicopot ini sih.... 🙄","Depok, Jawa Barat"
2021-10-11 10:21:04,"Sch! Kalian ptm sistem nya kayak gimana? Kalau sender Kelas 12=Senin-selasa, 11=Rabu-Kamis, 10= Jumat-Sabtu

✄・・・
🧐 Trivia: Berdasarkan data Kementerian Dalam Negeri, terdapat total 514 kabupaten dan kota di Indonesia",RULES 👉
2021-10-11 10:20:57,@smkfess Baru mulai ptm mingdep.,想成为一名兽医
2021-10-11 10:20:53,@dyongworrld huhu samaa:( sekolahku udh ptm jd jarang buka twt,rcbyf
2021-10-11 10:20:44,"RT @Z4_98: KASASI JAKSA DITOLAK MA !!

https://t.co/Ns4dQHEVPE

JPU yg ajukan Kasasi dlm Kasus PTM, sdg IB-HRS tdk ajukan Kasasi.

MA menol…","Kota Palembang, Sumatera Selatan"
2021-10-11 10:20:29,riki udah ptm blom https://t.co/TId3M18KUd,she/they ; rant 
2021-10-11 10:19:44,"RT @HAIKYUUFESS: *hqart by sender yg mati2N mencoba ga tidur waktu ptm dan akhirnya gambar mereka bedua
 https://t.co/X5t4qXS4k5",kangen baji
2021-10-11 10:19:39,"RT @QaillaAsyiqah: JPU yg ajukan Kasasi dlm Kasus PTM, sedang IB-HRS tdk ajukan Kasasi | Berita (detik) diplintir seolah IB-HRS yg ajukan K…","Kota Surabaya, Jawa Timur"
2021-10-11 10:18:32,@zhafrandra tadi ptm sampe siang,mau jadi rich aunty
2021-10-11 10:18:18,w mw pamer hr ini w ijin ga ptm hahay 😝,rant!1!1
2021-10-11 10:17:59,"RT @QaillaAsyiqah: JPU yg ajukan Kasasi dlm Kasus PTM, sedang IB-HRS tdk ajukan Kasasi | Berita (detik) diplintir seolah IB-HRS yg ajukan K…",
2021-10-11 10:17:45,"RT @QaillaAsyiqah: JPU yg ajukan Kasasi dlm Kasus PTM, sedang IB-HRS tdk ajukan Kasasi | Berita (detik) diplintir seolah IB-HRS yg ajukan K…","Jakarta Timur, DKI Jakarta"
2021-10-11 10:17:20,"RT @QaillaAsyiqah: JPU yg ajukan Kasasi dlm Kasus PTM, sedang IB-HRS tdk ajukan Kasasi | Berita (detik) diplintir seolah IB-HRS yg ajukan K…",Hastinaphur
2021-10-11 10:17:16,"RT @QaillaAsyiqah: JPU yg ajukan Kasasi dlm Kasus PTM, sedang IB-HRS tdk ajukan Kasasi | Berita (detik) diplintir seolah IB-HRS yg ajukan K…","DKI Jakarta, Indonesia 🇮🇩"
2021-10-11 10:17:00,"RT @QaillaAsyiqah: JPU yg ajukan Kasasi dlm Kasus PTM, sedang IB-HRS tdk ajukan Kasasi | Berita (detik) diplintir seolah IB-HRS yg ajukan K…",
2021-10-11 10:15:52,"RT @QaillaAsyiqah: JPU yg ajukan Kasasi dlm Kasus PTM, sedang IB-HRS tdk ajukan Kasasi | Berita (detik) diplintir seolah IB-HRS yg ajukan K…","jawa,Bandung,Inggris,papua"
2021-10-11 10:15:43,"@schfess Sekolah gua belum ada info ptm sih, tapi kayaknya gua kebagian sesi 2",
2021-10-11 10:15:29,"@schfess Seminggu kelas 12, seminggu kelas 11, seminggu kelas 10.

Jadi per angkatan tuh kebagian seminggu, kalo yg PTM kelas 10, kelas 11 BDR ga zoom, kelas 12 Zoom",
2021-10-11 10:15:00,"@schfess Tapi mau gimana lagi.. kadang juga kan karena kendala sinyal, suara putus putus, dsb. Paling yg ga ptm nanya ke temennya yang ptm...",she/her 15
2021-10-11 10:14:47,"RT @TrekkingSierra: Berita dipelintir @detikcom seolah IB-HRS yg ajukan Kasasi padahal JPU yg ajukan Kasasi &amp; ditolak MA

JPU yg ajukan Kas…",
2021-10-11 10:14:39,"@convomf Jika PTM : 📚
Jika sakit : 💔
Jika izin.   : 🙏
Jika Alfa.  : ❎",treasure world
2021-10-11 10:14:30,@bertanyarl sering tebak-tebakan guru mapel kalo lagi masuk ptm 👍🏻 https://t.co/HcfIkhtY2x,she/her
2021-10-11 10:14:05,"Tau ga sih aku dri sd-smp sekolahnya IT di SMA negri, tadi PTM kayak culture shock sama kelas nya 😭",she/her 05L
2021-10-11 10:13:53,"sch! kenapa tadi ptm semua anak kelas diem semua pada pegang hp bukannya ngobrol😭

✄・・・
🧐 Trivia: Kesultanan Brunei dan Kesultanan Banjar merupakan saingan pada masanya",RULES 👉
2021-10-11 10:13:51,"RT @QaillaAsyiqah: JPU yg ajukan Kasasi dlm Kasus PTM, sedang IB-HRS tdk ajukan Kasasi | Berita (detik) diplintir seolah IB-HRS yg ajukan K…",
2021-10-11 10:13:44,"RT @HAIKYUUFESS: *hqart by sender yg mati2N mencoba ga tidur waktu ptm dan akhirnya gambar mereka bedua
 https://t.co/X5t4qXS4k5",he/they
2021-10-11 10:13:42,Selesai ptm tuh masih harus ngerjain tugas 😭,di hatimu
2021-10-11 10:13:25,"RT @TrekkingSierra: Berita dipelintir @detikcom seolah IB-HRS yg ajukan Kasasi padahal JPU yg ajukan Kasasi &amp; ditolak MA

JPU yg ajukan Kas…",
2021-10-11 10:13:16,bentar lagi ptm tp g dpt izin wkwkkwk,
2021-10-11 10:13:05,"RT @Z4_98: KASASI JAKSA DITOLAK MA !!

https://t.co/Ns4dQHEVPE

JPU yg ajukan Kasasi dlm Kasus PTM, sdg IB-HRS tdk ajukan Kasasi.

MA menol…",
2021-10-11 10:12:53,"kesel ngk kalian kalo udh nyatet hampir setengah halaman terus pas masuk ptm gurunya bilang gini 'catetannya harus di mind mapp ya, kalau ngk nanti ibu coret' 
DISITU AINK TEH HAMPI MENGUMPAT ASU :(",
2021-10-11 10:12:43,"RT @QaillaAsyiqah: JPU yg ajukan Kasasi dlm Kasus PTM, sedang IB-HRS tdk ajukan Kasasi | Berita (detik) diplintir seolah IB-HRS yg ajukan K…",
2021-10-11 10:12:40,"@schfess Kalau aku dibagi ganjil genap
Kelas yang ujungnya 1,3,5 absen ganjil PTM hari Senin
Kelas yang ujungnya 2,4,6 absen ganjil PTM hari Selasa
Kelas yang ujungnya 1,3,5 absen genap PTM hari Rabu
Kelas yang ujungnya 2,4,6 absen genap PTM hari Kamis
Jum'at Sama Sabtu tetep PJJ",she/her
2021-10-11 10:12:30,@prkdlx ak jg dh ptm hihi,unknown
2021-10-11 10:11:36,"Kegiatan pembelajaran tatap muka tingkat Sekolah Menengah Pertama di Medan dimulai, hari ini (11/10/2021). Namun, Wali Kota Medan Bobby Nasution meminta, pelajar yang PTM hanya yang sudah divaksinasi Covid-19 dan dapat ijin dari orangtua.

https://t.co/kDtf0T0gbL",Indonesia 
2021-10-11 10:11:29,pegel bgt punggungnya gegara ptm😭👍,
2021-10-11 10:11:17,"RT @TrekkingSierra: Berita dipelintir @detikcom seolah IB-HRS yg ajukan Kasasi padahal JPU yg ajukan Kasasi &amp; ditolak MA

JPU yg ajukan Kas…",
2021-10-11 10:11:11,besok ptm ketemu matmin matwa biologi😬😰,"     cyber,  she/her"
2021-10-11 10:11:06,"RT @TrekkingSierra: Berita dipelintir @detikcom seolah IB-HRS yg ajukan Kasasi padahal JPU yg ajukan Kasasi &amp; ditolak MA

JPU yg ajukan Kas…",+60 Bukik Tambun Tulang
2021-10-11 10:11:04,"RT @TrekkingSierra: Berita dipelintir @detikcom seolah IB-HRS yg ajukan Kasasi padahal JPU yg ajukan Kasasi &amp; ditolak MA

JPU yg ajukan Kas…",
2021-10-11 10:10:58,"RT @QaillaAsyiqah: JPU yg ajukan Kasasi dlm Kasus PTM, sedang IB-HRS tdk ajukan Kasasi | Berita (detik) diplintir seolah IB-HRS yg ajukan K…",
2021-10-11 10:10:56,"RT @QaillaAsyiqah: JPU yg ajukan Kasasi dlm Kasus PTM, sedang IB-HRS tdk ajukan Kasasi | Berita (detik) diplintir seolah IB-HRS yg ajukan K…",
2021-10-11 10:10:52,"RT @QaillaAsyiqah: JPU yg ajukan Kasasi dlm Kasus PTM, sedang IB-HRS tdk ajukan Kasasi | Berita (detik) diplintir seolah IB-HRS yg ajukan K…",
2021-10-11 10:10:48,Bru nyadar belum beli tas sepatu dasi au kemana gesper jugaa dan ptm hari jumat nnti cakep ciri ciri orang yang maless offline,haruto/treasure/nomin/osh/m&w
2021-10-11 10:10:41,"RT @QaillaAsyiqah: JPU yg ajukan Kasasi dlm Kasus PTM, sedang IB-HRS tdk ajukan Kasasi | Berita (detik) diplintir seolah IB-HRS yg ajukan K…",
